id98 apricot litr 19 4 40 25 7 2019 3544
id99 pear pieces 74 23 16 20 6 2013 310
id100 mackerel kilo 92 21 14 9 3 2014 580
id101 mackerel pieces 69 0 59 4 4 2016 3079
id102 anchovy pieces 95 17 38 18 3 2019 1982
id103 pilchard kilo 44 4 1 12 2 2016 1312
id104 plum kilo 68 12 51 1 10 2016 598
id105 turkey_veal kilo 49 20 8 27 11 2016 204
id106 duck kilo 90 7 31 18 8 2020 3506
id107 pomegranate kilo 98 1 12 25 10 2014 3306
id108 rhubarb litr 33 3 28 13 11 2011 1820
id109 gooseberry pieces 81 5 7 2 4 2019 319
id110 apple pieces 60 6 9 18 7 2011 3414
id111 mince kilo 38 15 4 22 6 2017 3565
id112 apple kilo 76 23 21 1 9 2017 2770
id113 cherry kilo 74 5 15 11 6 2015 3435
id114 cod litr 33 3 6 5 7 2013 1048
id115 lamb kilo 22 16 50 7 2 2015 3050
id116 pilchard pieces 106 16 34 6 9 2019 789
id117 melon litr 24 23 38 27 5 2016 1252
id118 mince kilo 48 23 18 3 8 2019 1078
id119 apple litr 43 14 22 27 9 2018 674
id120 grapefruit litr 12 15 18 27 1 2011 576
id121 raspberry litr 58 10 0 8 4 2013 2865
id122 apple litr 28 1 28 20 9 2011 1198
id123 ham litr 39 16 20 21 4 2013 1855
id124 pear kilo 71 2 18 19 3 2017 682
id125 mince litr 73 3 35 14 8 2016 3473
id126 peach kilo 15 8 57 11 2 2015 2396
id127 mince kilo 33 6 53 22 3 2018 2732
id128 plum kilo 103 4 54 25 8 2020 2080
id129 cod pieces 14 17 43 21 11 2019 3160
id130 blueberry pieces 62 13 32 19 1 2017 988
id131 sausages kilo 50 14 39 20 8 2012 3234
id132 blackberry kilo 15 1 16 7 8 2020 911
id133 haddock kilo 84 21 0 12 10 2020 3008
id134 melon litr 68 15 48 23 11 2013 3366
id135 blackberry litr 62 6 11 12 5 2015 1564
id136 cherry litr 70 18 12 26 11 2018 1071
id137 mince kilo 105 18 30 20 11 2012 1212
id138 melon kilo 38 8 42 4 1 2016 2108
id139 cooked_meat pieces 44 20 26 8 11 2016 2849
id140 kidneys litr 77 4 7 1 5 2015 3647
id141 rhubarb litr 32 3 36 24 9 2014 927
id142 asparagus litr 30 7 22 1 3 2016 1073
id143 kidneys kilo 79 3 34 26 1 2019 1485
id144 pineapple litr 38 23 26 24 6 2013 1648
id145 herring pieces 55 4 45 27 10 2014 807
id146 beef kilo 38 23 10 10 9 2015 2265
id147 blueberry kilo 77 1 53 15 9 2013 2324
id148 beef pieces 87 5 30 3 1 2012 2986
id149 cooked_meat pieces 33 19 35 10 12 2013 451id150 strawberry kilo 36 7 50 21 12 2019 511
id151 blackcurrant litr 96 6 30 21 1 2015 2590
id152 banana pieces 77 1 18 6 6 2011 1206
id153 asparagus kilo 71 23 56 4 11 2020 2380
id154 ham pieces 96 18 33 17 11 2019 2226
id155 melon litr 50 22 55 15 8 2018 1386
id156 chicken pieces 62 17 44 11 9 2013 1494
id157 melon litr 18 0 17 4 2 2016 2884
id158 mince pieces 22 0 43 28 7 2014 2483
id159 blackcurrant kilo 100 17 59 1 7 2012 1685
id160 redcurrant pieces 109 13 23 23 5 2014 844
id161 plaice kilo 44 16 57 14 2 2011 1750
id162 plaice kilo 20 13 38 16 12 2018 273
id163 orange kilo 107 2 16 23 7 2019 1006
id164 banana pieces 69 17 24 1 1 2019 559
id165 liver kilo 13 10 27 1 3 2013 2458
id166 ubergine kilo 66 2 23 24 1 2013 1495
id167 rhubarb litr 23 6 16 5 12 2015 2799
id168 pineapple kilo 108 8 47 21 5 2018 3402
id169 lime litr 92 1 43 7 10 2012 3491
id170 pineapple litr 88 2 19 27 2 2011 403
id171 lemon kilo 105 14 16 6 8 2015 1961
id172 orange kilo 82 11 49 11 5 2016 1038
id173 orange kilo 58 11 6 17 7 2018 2560
id174 mackerel kilo 84 23 49 9 11 2014 2389
id175 pear kilo 67 0 12 13 8 2018 367
id176 cherry pieces 93 18 0 26 6 2016 2713
id177 blueberry pieces 88 6 40 20 4 2016 370
id178 pear litr 60 5 33 6 3 2013 3050
id179 sausages litr 77 10 22 3 2 2012 2387
id180 cod pieces 31 10 31 16 5 2017 1770
id181 blackberry kilo 32 18 26 12 1 2015 1609
id182 orange pieces 58 23 1 4 7 2016 593
id183 grape litr 31 16 1 10 12 2018 3167
id184 banana kilo 86 22 39 23 3 2014 220
id185 turkey_veal pieces 98 17 32 16 1 2017 1721
id186 lime pieces 71 15 35 16 5 2014 702
id187 gooseberry pieces 84 14 53 6 4 2020 1055
id188 bananas pieces 82 9 21 13 1 2012 1545
id189 pate kilo 15 20 32 14 9 2016 1827
id190 asparagus litr 16 10 28 23 4 2017 3596
id191 apricot kilo 104 1 28 10 9 2020 1570
id192 apricot litr 36 12 48 15 9 2018 710
id193 lime litr 95 14 59 17 11 2012 2209
id194 trout litr 28 4 11 16 12 2015 2680
id195 herring litr 37 18 31 13 8 2019 1442
id196 gooseberry litr 21 12 17 15 5 2013 2358
id197 blackcurrant pieces 47 14 28 20 6 2018 3381
id198 pork kilo 97 9 33 14 10 2013 2039
id199 ham litr 14 12 15 2 6 2015 1275
id200 sausages kilo 66 7 33 5 1 2019 905
id201 orange litr 61 0 19 13 1 2012 2780
id202 blackberry pieces 69 13 36 24 6 2015 1018
id203 turkey_veal kilo 86 23 25 12 5 2020 2454
id204 cherry kilo 15 0 55 3 2 2013 574
id205 pineapple kilo 12 20 0 21 5 2019 634
id206 bacon pieces 84 5 17 5 8 2013 2894
id207 herring pieces 76 13 8 22 9 2016 2341
id208 gooseberry litr 22 16 55 3 12 2013 221
id209 strawberry pieces 58 2 8 2 7 2011 3137
id210 pear kilo 79 7 23 17 8 2020 1697
id211 salami litr 91 4 53 10 2 2018 340
id212 orange litr 30 22 18 9 8 2020 3597
id213 fig pieces 80 5 47 27 8 2017 3476
id214 coconut kilo 89 14 8 15 4 2016 1813
id215 lime pieces 99 3 58 28 3 2013 3080
id216 grapefruit litr 43 0 35 12 10 2011 1005
id217 ham kilo 15 23 27 10 3 2012 1657
id218 pomegranate pieces 107 10 18 5 5 2014 522
id219 anchovy litr 33 2 44 18 12 2018 3186
id220 mango pieces 11 19 41 10 10 2016 1555
id221 turkey_veal litr 32 12 51 28 4 2014 2036
id222 raspberry litr 18 6 42 4 6 2019 344
id223 lime litr 64 4 3 22 3 2015 1122
id224 pilchard kilo 33 2 30 3 8 2016 1750
id225 pineapple pieces 99 2 3 24 10 2020 1124
id226 duck kilo 47 18 0 17 10 2016 3483
id227 blueberry kilo 16 0 55 19 8 2012 3024
id228 fig pieces 89 19 27 9 6 2019 2584
id229 kiwi litr 87 9 51 5 8 2011 1395
id230 orange kilo 46 20 55 28 5 2015 2017
id231 lime litr 51 15 49 23 7 2013 340
id232 mince litr 100 23 13 2 12 2012 1946
id233 ham pieces 89 15 19 17 7 2014 3133
id234 trout kilo 103 10 2 11 1 2012 442
id235 pomegranate pieces 33 15 54 20 6 2013 2005
id236 strawberry litr 97 18 51 26 6 2011 2310
id237 pate litr 45 14 30 26 7 2011 3232
id238 ham pieces 73 10 35 27 5 2019 1533
id239 salami kilo 77 1 47 2 7 2014 1041
id240 cherry litr 109 15 6 12 1 2012 1770
id241 tuna pieces 77 8 45 24 11 2020 1273
id242 tuna litr 105 4 51 8 5 2016 748
id243 blackberry pieces 101 7 53 12 7 2020 1245
id244 pork_pie kilo 95 1 13 26 3 2014 1499
id245 pork kilo 81 3 30 15 6 2019 1992
id246 sausages litr 89 6 43 7 7 2019 1171
id247 pear kilo 18 1 2 19 12 2019 3123
id248 cherry litr 51 23 29 22 1 2014 1360
id249 lime kilo 95 9 24 27 4 2013 916
id250 sole litr 62 10 9 7 1 2015 2896
id251 banana pieces 73 16 33 19 8 2018 809
id252 mackerel litr 108 23 52 4 10 2014 918
id253 liver kilo 44 10 42 17 12 2013 2400
id254 blackcurrant kilo 26 20 38 13 12 2019 2841
id255 blackberry kilo 67 3 42 3 3 2011 2715
id256 chicken kilo 51 14 28 26 2 2013 3545
id257 herring litr 75 21 32 28 2 2014 1722
id258 liver litr 99 16 30 21 5 2018 2142
id259 kipper pieces 100 18 17 20 1 2020 3588
id260 redcurrant kilo 47 13 10 3 10 2013 1344
id261 beef litr 72 11 57 16 4 2011 3113
id262 redcurrant pieces 76 11 21 8 6 2017 1792
id263 ham pieces 50 1 57 12 7 2019 1719
id264 trout pieces 97 7 27 28 1 2020 2338
id265 blackcurrant pieces 71 22 25 9 1 2020 1469
id266 asparagus litr 108 23 41 11 8 2014 1188
id267 blueberry kilo 48 14 18 1 4 2018 2767
id268 blackcurrant litr 68 1 35 2 7 2012 3234
id269 raspberry litr 58 9 12 10 10 2018 3499
id270 lime pieces 104 20 47 23 6 2019 628
id271 lamb litr 41 21 35 7 10 2017 642
id272 coconut kilo 41 10 1 11 2 2018 663
id273 sardine kilo 76 17 8 28 1 2013 2161
id274 kiwi kilo 40 19 14 19 4 2014 1804
id275 raspberry litr 105 2 58 6 7 2020 834
id276 herring litr 28 4 35 27 10 2014 2658
id277 sausages kilo 80 12 15 26 11 2012 603
id278 grapefruit litr 95 14 50 11 4 2012 720
id279 chicken litr 72 0 25 9 5 2016 824
id280 haddock kilo 88 11 25 14 1 2016 272
id281 beef litr 30 15 53 19 12 2016 3183
id282 pork_pie litr 47 22 34 3 5 2012 1221
id283 turkey_veal kilo 92 1 58 22 9 2018 1747
id284 ham litr 27 4 39 20 3 2014 2823
id285 trout pieces 68 21 5 7 4 2016 668
id286 turkey_veal litr 82 21 20 11 6 2013 2200
id287 cooked_meat kilo 35 22 21 7 11 2020 230
id288 asparagus pieces 48 1 46 24 10 2016 3473
id289 beef litr 71 14 42 25 4 2015 3510
id290 apricot kilo 103 20 4 20 6 2019 686
id291 kiwi kilo 29 1 1 16 5 2014 213
id292 melon litr 51 11 35 21 6 2020 900
id293 sausages pieces 51 21 28 20 3 2015 3622
id294 peach litr 95 14 50 3 2 2015 1756
id295 asparagus pieces 95 0 44 26 6 2013 2161
id296 lamb pieces 87 8 44 7 7 2012 821
id297 gooseberry pieces 100 22 58 23 3 2012 3016
id298 plum litr 64 5 48 20 2 2019 3115
id299 strawberry pieces 10 19 38 23 9 2020 2756
id300 liver kilo 88 6 47 16 7 2011 674
id301 peach pieces 51 22 22 19 2 2015 342
id302 pineapple pieces 43 20 21 10 11 2015 2428
id303 chicken pieces 70 9 0 4 3 2018 313
id304 bananas litr 44 15 56 26 5 2012 1806
id305 plaice kilo 80 12 47 28 5 2012 2595
id306 lemon litr 51 14 33 5 12 2011 391
id307 sausages litr 86 7 53 23 4 2016 1022
id308 salmon kilo 79 7 29 28 5 2012 898
id309 sausages litr 29 8 7 11 2 2011 3328id310 strawberry litr 17 14 40 12 12 2015 2539
id311 sole kilo 39 9 46 24 9 2013 768
id312 ubergine pieces 32 11 0 26 10 2012 1459
id313 kidneys litr 39 18 57 10 9 2019 1495
id314 peach litr 43 16 39 12 7 2018 1819
id315 pomegranate pieces 30 21 7 6 1 2013 2787
id316 grapefruit litr 70 11 53 15 10 2014 517
id317 sole kilo 27 14 40 4 9 2015 2099
id318 grape pieces 74 15 40 5 5 2012 1519
id319 blackberry pieces 87 21 1 18 5 2015 1540
id320 rhubarb kilo 14 10 8 9 2 2011 1872
id321 anchovy kilo 56 13 1 7 8 2013 536
id322 salmon kilo 71 23 21 3 11 2020 236
id323 bacon litr 27 13 54 28 2 2017 1361
id324 liver litr 19 5 41 24 2 2017 2083
id325 herring kilo 12 22 57 10 4 2011 2066
id326 grapefruit litr 87 21 4 23 12 2018 2158
id327 melon pieces 67 13 53 4 1 2011 2024
id328 trout pieces 100 9 18 11 5 2020 2576
id329 anchovy kilo 20 22 39 4 12 2020 711
id330 ubergine kilo 10 12 53 7 11 2014 3398
id331 lemon litr 82 0 54 15 6 2017 978
id332 mango kilo 69 17 21 9 11 2014 2728
id333 pilchard kilo 71 12 48 23 11 2017 3627
id334 raspberry litr 97 10 9 12 9 2016 564
id335 orange kilo 67 13 34 22 4 2019 2793
id336 coconut kilo 76 7 20 7 2 2015 2712
id337 plum pieces 105 1 32 13 6 2011 813
id338 pineapple pieces 99 12 49 3 5 2011 1480
id339 mince kilo 103 4 22 19 12 2018 3041
id340 ham litr 21 1 33 9 8 2016 707
id341 rhubarb kilo 19 16 48 25 12 2015 984
id342 herring pieces 50 14 7 26 10 2011 3440
id343 redcurrant pieces 68 20 34 16 3 2012 789
id344 artichoke pieces 32 23 9 28 12 2015 2923
id345 pork pieces 31 1 8 28 5 2016 714
id346 lime kilo 85 15 20 3 5 2017 1426
id347 kiwi kilo 75 4 52 11 9 2012 3481
id348 anchovy litr 58 12 10 19 3 2012 3140
id349 raspberry litr 54 3 15 9 7 2017 462
id350 pomegranate litr 33 19 21 21 4 2019 408
id351 bananas litr 39 8 54 18 8 2020 866
id352 ubergine litr 47 18 15 25 8 2013 2040
id353 coconut pieces 58 11 57 1 1 2012 389
id354 cod kilo 12 18 48 13 10 2016 968
id355 mince kilo 63 5 44 23 10 2011 1033
id356 gooseberry pieces 78 18 13 26 1 2012 977
id357 tuna kilo 82 6 21 15 4 2011 1612
id358 lamb kilo 53 0 33 20 12 2014 1534
id359 salami litr 44 16 53 27 2 2015 3556
id360 grape pieces 101 19 8 16 8 2015 1973
id361 pork kilo 34 14 42 20 12 2016 993
id362 haddock pieces 50 21 50 28 3 2017 1818
id363 cooked_meat litr 10 19 5 4 8 2017 2658
id364 duck kilo 78 9 35 27 6 2014 615
id365 salmon kilo 67 12 59 3 7 2017 3086
id366 cherry pieces 90 7 18 24 11 2011 622
id367 lamb pieces 64 0 52 7 10 2012 2395
id368 ham litr 34 1 55 8 7 2014 2110
id369 herring pieces 89 9 5 19 1 2011 1656
id370 rhubarb pieces 103 5 37 20 8 2014 486
id371 mango kilo 38 10 8 23 9 2015 501
id372 bananas pieces 46 11 46 15 6 2015 3536
id373 plaice kilo 15 19 36 25 8 2012 2219
id374 salami litr 27 22 53 24 6 2013 3616
id375 raspberry pieces 107 1 28 23 1 2019 2360
id376 beef kilo 72 16 4 3 2 2020 529
id377 sole litr 69 21 34 12 12 2013 247
id378 plum kilo 73 19 19 15 10 2014 1059
id379 duck kilo 96 21 28 14 10 2015 2662
id380 herring pieces 103 14 51 6 6 2018 1214
id381 fig litr 53 23 51 6 9 2019 2190
id382 blackberry litr 103 10 49 27 3 2014 3563
id383 asparagus kilo 43 22 51 9 8 2019 1192
id384 kipper pieces 41 0 26 8 9 2012 1654
id385 apricot pieces 92 22 2 28 7 2017 3487
id386 tuna kilo 61 11 38 23 10 2017 438
id387 grape litr 23 11 20 13 12 2012 1092
id388 asparagus pieces 15 10 45 16 9 2015 948
id389 plum pieces 65 22 6 9 11 2020 905
id390 mince kilo 100 7 30 25 6 2017 1797
id391 sausages litr 39 16 36 22 10 2017 517
id392 gooseberry kilo 61 13 11 22 4 2014 1468
id393 pineapple pieces 38 23 25 23 9 2020 1391
id394 pineapple litr 12 22 48 10 3 2019 2369
id395 kiwi litr 57 21 20 2 1 2013 273
id396 raspberry kilo 101 15 45 20 3 2015 1448
id397 lemon kilo 66 5 45 26 9 2011 2893
id398 pear kilo 87 17 5 19 1 2016 2990
id399 plum pieces 97 11 42 26 1 2015 489
id400 kiwi kilo 18 14 40 24 10 2018 1752
id401 duck pieces 95 19 12 18 9 2013 2830
id402 plaice litr 47 17 40 1 8 2018 2266
id403 lime pieces 18 1 12 6 9 2020 1842
id404 mackerel pieces 66 12 20 20 1 2011 2569
id405 turkey_veal litr 25 1 17 3 7 2014 2478
id406 banana kilo 34 22 15 6 5 2015 3216
id407 sausages kilo 32 23 13 15 6 2015 203
id408 strawberry litr 107 14 10 2 10 2017 1680
id409 artichoke litr 46 13 59 11 3 2016 941
id410 duck litr 35 20 35 21 3 2013 824
id411 pear litr 47 10 47 14 2 2016 3640
id412 mince litr 64 17 59 27 6 2013 2895
id413 trout litr 71 15 18 10 4 2013 488
id414 mince litr 40 18 34 20 11 2014 3611
id415 fig kilo 47 16 13 18 12 2015 2271
id416 gooseberry litr 100 13 5 11 1 2017 3027
id417 liver kilo 35 8 40 17 3 2015 1339
id418 kipper kilo 14 20 23 17 8 2011 450
id419 anchovy pieces 76 13 30 10 7 2019 2750
id420 grapefruit litr 67 22 39 19 8 2012 2288
id421 sausages kilo 106 13 30 20 4 2015 838
id422 chicken litr 49 18 15 23 11 2011 1335
id423 ubergine litr 32 15 21 21 1 2015 655
id424 pilchard pieces 22 16 1 13 9 2014 1350
id425 beef litr 49 8 50 9 8 2019 913
id426 lamb kilo 57 1 15 22 2 2012 1234
id427 blackberry kilo 31 21 54 14 11 2017 1061
id428 plum litr 108 2 5 7 9 2016 2363
id429 blueberry kilo 33 23 31 10 3 2011 859
id430 kipper litr 99 17 19 20 4 2014 1113
id431 pomegranate kilo 94 15 41 27 6 2020 306
id432 mackerel litr 32 13 16 6 9 2016 2836
id433 banana pieces 77 7 47 9 7 2020 3484
id434 kipper pieces 44 0 1 25 5 2015 2121
id435 plum pieces 51 9 18 20 7 2013 1046
id436 apple kilo 76 5 44 13 7 2017 1723
id437 lamb pieces 28 19 21 26 4 2012 3008
id438 bacon kilo 26 23 44 13 6 2018 643
id439 haddock pieces 56 16 29 27 10 2014 2999
id440 rhubarb litr 63 16 29 27 2 2017 1225
id441 pilchard pieces 105 1 43 17 9 2017 3410
id442 apple litr 60 2 55 21 11 2016 3334
id443 blueberry litr 94 17 14 3 3 2017 2136
id444 fig pieces 27 22 46 17 5 2016 2948
id445 lime kilo 92 13 33 19 3 2014 1291
id446 bacon litr 77 20 25 28 10 2017 3425
id447 pate kilo 99 7 23 14 2 2014 526
id448 pork litr 62 1 1 24 11 2014 1111
id449 grapefruit litr 86 17 51 6 9 2017 2476
id450 chicken kilo 32 3 47 26 11 2015 3609
id451 pilchard litr 75 4 25 11 5 2018 1340
id452 duck litr 94 22 15 1 7 2017 443
id453 pineapple litr 21 11 55 10 8 2015 2942
id454 blackberry pieces 98 17 32 14 10 2020 1950
id455 salami litr 32 3 17 24 4 2011 1520
id456 tuna litr 22 19 13 26 6 2020 1414
id457 liver litr 79 17 19 25 12 2020 1749
id458 lemon kilo 36 12 7 23 5 2019 589
id459 gooseberry kilo 24 13 48 11 4 2014 2998
id460 gooseberry pieces 27 19 21 20 10 2018 879
id461 pineapple litr 43 10 30 5 9 2020 2335
id462 lime pieces 82 16 1 16 3 2012 425
id463 trout pieces 24 10 37 11 11 2012 1843
id464 cherry kilo 80 23 1 4 6 2011 2680
id465 melon kilo 12 22 48 6 11 2018 792
id466 grape pieces 96 10 57 21 12 2018 3087
id467 ham kilo 33 9 33 9 3 2016 1666
id468 asparagus kilo 66 6 1 3 1 2017 1843
id469 duck pieces 80 8 30 8 8 2011 2140
id470 kiwi kilo 11 23 18 5 9 2015 2837
id471 lamb pieces 53 18 59 24 1 2013 2326
id472 blueberry litr 98 7 56 9 11 2020 424
id473 gooseberry pieces 56 9 35 22 4 2011 2779
id474 strawberry kilo 99 21 0 6 2 2017 1679
id475 cod kilo 55 3 5 6 12 2016 3475
id476 grape litr 58 21 52 18 9 2013 3385
id477 liver pieces 46 8 5 15 11 2017 2429
id478 salami pieces 57 1 42 22 7 2015 680
id479 salmon litr 80 8 34 12 5 2019 2885
id480 blackcurrant kilo 101 19 13 24 5 2020 720
id481 pilchard kilo 66 16 3 19 4 2016 3036
id482 pear pieces 66 2 37 19 3 2015 1285
id483 cod pieces 50 16 54 15 1 2013 3538
id484 kidneys kilo 40 17 19 28 10 2019 1658
id485 blueberry kilo 101 1 59 5 6 2013 2418
id486 rhubarb litr 57 5 28 13 12 2020 207
id487 lemon pieces 81 21 59 12 5 2015 813
id488 liver pieces 78 23 55 15 5 2017 2674
id489 grape kilo 23 11 31 4 10 2012 2373
id490 peach litr 97 1 23 22 3 2016 1695
id491 sardine kilo 80 3 25 13 6 2014 1601
id492 ubergine kilo 36 17 25 18 4 2015 3503
id493 plaice kilo 109 7 16 4 9 2013 1149
id494 plum pieces 69 13 26 26 10 2017 1160
id495 blackberry pieces 45 20 21 25 10 2017 3480
id496 banana litr 105 3 14 17 1 2012 1530
id497 cherry litr 67 7 14 27 12 2019 240
id498 strawberry kilo 41 7 12 25 3 2011 353
id499 gooseberry pieces 68 2 57 22 1 2019 3150
id500 orange pieces 102 22 7 9 3 2015 736
id501 peach kilo 74 0 34 7 7 2016 2298
id502 coconut kilo 102 23 59 25 3 2019 2893
id503 redcurrant litr 101 22 47 13 7 2016 300
id504 asparagus litr 45 18 16 12 9 2015 3560
id505 mango pieces 88 22 49 25 9 2015 839
id506 lemon pieces 29 13 42 9 4 2020 3554
id507 lamb litr 96 8 27 22 8 2020 2008
id508 pear pieces 46 5 58 9 3 2013 3144
id509 apricot pieces 98 16 28 3 7 2014 664
id510 apple kilo 72 16 44 6 11 2015 1621
id511 lemon pieces 36 14 2 16 5 2016 948
id512 raspberry pieces 27 20 14 12 9 2020 1014
id513 beef litr 23 21 13 6 1 2016 2372
id514 cod pieces 32 8 35 23 9 2012 1129
id515 mince kilo 87 17 8 19 11 2017 1533
id516 pineapple kilo 100 16 49 6 4 2020 2169
id517 strawberry pieces 79 6 9 19 7 2015 1975
id518 coconut kilo 82 12 13 12 4 2019 1278
id519 apricot litr 89 13 44 20 6 2018 3325
id520 melon pieces 102 4 28 5 8 2016 2231
id521 lemon pieces 42 20 18 14 9 2017 2669
id522 redcurrant litr 16 7 25 27 8 2019 3130
id523 fig pieces 87 1 2 9 12 2013 2021
id524 mango pieces 34 21 35 11 7 2019 3349
id525 fig litr 19 13 59 11 4 2013 379
id526 melon pieces 71 7 25 3 2 2020 1769
id527 ubergine kilo 90 23 58 1 1 2019 2036
id528 gooseberry kilo 20 18 56 17 12 2015 2622
id529 sausages pieces 103 10 5 1 10 2016 3630
id530 sausages pieces 75 8 58 28 5 2019 292
id531 asparagus pieces 48 13 39 6 1 2013 812
id532 mince litr 77 22 43 18 8 2011 1680
id533 grape kilo 14 12 28 4 4 2017 1315
id534 lime pieces 62 8 17 26 7 2019 738
id535 blackberry litr 38 4 38 18 12 2013 934
id536 melon kilo 72 10 51 4 3 2012 2264
id537 pate litr 55 7 34 16 10 2016 2534
id538 kipper litr 25 3 57 9 10 2017 226
id539 mince pieces 31 7 1 15 1 2012 3399
id540 orange kilo 67 7 36 14 11 2018 1546
id541 cod kilo 59 14 32 23 12 2018 1905
id542 pork litr 87 8 25 14 4 2013 325
id543 sole pieces 44 0 30 10 10 2013 241
id544 beef kilo 54 3 46 2 4 2019 2405
id545 kipper pieces 60 16 59 17 8 2019 2992
id546 apple litr 39 20 59 11 12 2020 1335
id547 apricot kilo 81 22 20 18 11 2016 631
